Symbol,Company Name,Date-Start,Date-End,Sector,Delisting-Date
MSLV,Metasolv Inc,1999-11-18,2006-12-15,,2006-12-15
MSNWQ,Medical Staffing Network Holdings Inc,,2010-06-18,Healthcare,2010-06-18
MSO,Martha Stewart Living Omnimedia Inc,1999-10-19,2015-12-04,Communication Services,2015-12-04
MSON,Misonix Inc,1980-06-04,2021-10-28,Industrials,2021-10-28
MSP,Datto Holding Corp,2005-04-27,2022-06-22,Technology,2022-06-22
MSPD,Mindspeed Technologies Inc,2003-06-30,2013-12-17,Technology,2013-12-17
MSPIQ,Mississippi Chemical Corp,,2004-12-21,Materials,2004-12-21
MSPT,Millennium Sports Management Inc,1997-10-14,1999-03-10,Communication Services,1999-03-10
MSSN,Mission Resources Corp,2001-05-17,2005-07-28,Communication Services,2005-07-28
MSSR,Mccormick & Schmicks Seafood Restaurants Inc,2004-07-20,2012-01-03,Consumer Discretionary,2012-01-03
MSV,Manufacturers Services Ltd.,2000-06-23,2004-03-12,Industrials,2004-03-12
MSVB,Mid-southern Bancorp Inc,2018-07-12,2023-08-14,Financial,2023-08-14
MSVP,Meritor Savings Bank,,2012-03-02,Financial,2012-03-02
MSWP,Mission West Properties Inc,,2012-12-31,Real Estate,2012-12-31
MSX,Mascotech Inc,1993-06-23,2000-11-28,Technology,2000-11-28
MTAL,Mac Copper Ltd.,2021-09-20,2024-12-31,Materials,2025-10-10
MTATQ,Metatec Inc,,2003-10-23,,2003-10-23
MTBLY,Moatable Inc,,2024-04-03,Financial,2024-04-03
MTBN,Mountbatten Inc,1994-09-01,1998-08-06,Energy,1998-08-05
MTCN,Arcelormittal,,2023-05-17,Materials,2023-05-17
MTCR,Metacrine Inc,2020-09-16,2023-02-08,,2023-02-08
MTCT,Mtc Technologies Inc,2002-06-28,2008-06-09,Industrials,2008-06-09
MTEM,Molecular Templates Inc,2017-08-02,2024-12-24,Energy,2024-12-24
MTFB,Motif Bio PLC,2016-11-18,2019-12-16,Healthcare,2019-12-16
MTGE,Mtge Investment Corp,2011-08-04,2018-09-06,Financial,2018-09-06
MTGNY,Modern Times Group Mtg Ab,1997-09-18,2003-12-31,Communication Services,2004-02-05
MTHR,Mothernature Com Inc,1999-12-10,2000-12-14,Financial,2000-12-14
MTI,Multigraphics Inc,1962-07-02,2000-01-27,Industrials,2000-01-24
MTICQ,Mti Technology Corp,,2007-11-08,Technology,2007-11-08
MTIN,Martin Industries Inc,1972-12-14,2001-05-21,Industrials,2001-05-21
MTIX,Micro Therapeutics Inc,1981-04-10,2006-01-06,Healthcare,2006-01-06
MTL,Mechel Pao,1970-10-06,2022-02-25,Materials,2022-02-25
MTLG,Metrologic Instruments Inc,1994-09-29,2006-12-21,Industrials,2006-12-21
MTLQQ,General Motors Corp,,2011-03-31,Consumer Discretionary,2011-03-31
MTLX,Marine Transport Corp,1984-01-06,2001-02-08,Industrials,2001-02-07
MTMC,Mtm Technologies Inc,1993-10-27,2009-07-31,Communication Services,2015-10-13
MTMD,Microtek Medical Holdings Inc,1981-05-13,2007-11-09,Healthcare,2007-11-09
MTMS,Made2manage Systems Inc,1997-12-18,2003-08-08,Technology,2003-08-08
MTOAF,Metro International SA,,2003-12-22,Industrials,2003-12-22
MTOH,Metrocall Holdings Inc,2003-12-17,2004-11-16,,2004-11-16
MTOR,Meritor Inc,1986-06-02,2022-08-02,Consumer Discretionary,2022-08-02
MTOX,Medtox Scientific Inc,2006-02-16,2012-07-31,Healthcare,2012-07-31
MTRM,Mig Inc,1985-05-16,1992-02-12,Technology,2003-02-28
MTS,Montgomery Street Income Securities Inc,1973-07-20,2015-12-23,Financial,2015-12-23
MTSC,Mts Systems Corp,1972-12-14,2021-04-06,Healthcare,2021-04-06
MTSN,Mattson Technology Inc,1994-09-28,2016-05-10,Technology,2016-05-10
MTSXY,Metal Storm Ltd.,,2013-09-27,Materials,2013-09-27
MTTR,Matterport Inc,2021-07-23,2024-12-31,Technology,2025-02-27
MTVC,Motive Capital Corp Ii,2022-01-27,2023-06-08,Industrials,2023-06-08
MTWK,Metrowerks Inc,1999-04-08,1999-10-21,Technology,1999-10-20
MTWVQ,Metawave Communications Corp,,2003-02-05,Communication Services,2003-02-05
MTXBF,Metro International SA,,2003-12-19,Industrials,2003-12-19
MTXX,Matrixx Initiatives Inc,2002-06-20,2011-02-18,Healthcare,2011-02-18
MTYG,Marlton Technologies Inc,,2005-12-20,Financial,2005-12-20
MUEL,Mueller Paul Co.,1972-12-14,2004-12-31,Communication Services,2004-12-31
MULE,Mulesoft Inc,2017-03-17,2018-05-01,Technology,2018-05-01
MUO,Pioneer Interest Shares,1972-05-05,2007-10-16,Financial,2007-10-16
MUZE,Muse Technologies Inc,1998-11-17,2001-04-12,Technology,2001-04-12
MV,Metavante Technologies Inc,1985-12-18,2009-10-01,Financial,2009-10-01
MVAC,Motorvac Technologies Inc,1996-04-30,2000-08-03,,2000-08-03
MVBI,Mississippi Valley Bancshares Inc,1993-07-08,2002-10-01,Financial,2002-10-01
MVC,Mvc Capital Inc,1993-05-10,2020-12-23,Financial,2020-12-23
MVCB,Mvc Capital Inc,,2017-11-28,Financial,2017-11-28
MVCD,Mvc Capital Inc,,2020-12-23,Financial,2020-12-23
MVCO,Meadow Valley Corp,1995-10-17,2009-02-02,Financial,2009-02-02
MVII,Mark Vii Inc,1994-06-20,1999-09-01,Industrials,1999-09-01
MVK,Maverick Tube Corp,2000-09-25,2006-10-05,Communication Services,2006-10-05
MVL,Marvel Entertainment Inc,1998-09-29,2009-12-31,Communication Services,2009-12-31
MVLA,Movella Holdings Inc,2001-01-17,2024-04-01,Technology,2024-04-01
MVNR,Mavenir Systems Inc,2013-11-07,2015-04-28,Technology,2015-04-28
MWA.B,Mueller Water Products Inc,,2009-01-28,Utilities,2009-01-28
MWAR,Microware Systems Corp,1996-04-03,2001-08-13,Technology,2001-08-13
MWBI,Midwest Bancshares Inc,1992-11-12,1999-09-30,Industrials,1999-09-30
MWBX,Metrowest Bank,1996-06-13,2001-10-31,Financial,2001-10-31
MWDSQ,Med Waste Inc,,1999-06-03,Materials,1999-06-03
MWE,Markwest Energy Partners L P,1984-05-01,2015-12-03,Energy,2015-12-03
MWEB,Myweb Inc Com,,2002-03-11,Technology,2002-03-11
MWH,Baycorp Holdings Ltd.,1997-01-28,2005-11-16,Financial,2005-11-16
MWHS,Micro Warehouse Inc,1992-12-10,2000-02-03,Technology,2000-02-03
MWI,Moore Wallace Inc,1997-11-25,2004-02-27,Communication Services,2004-02-27
MWIV,Mwi Veterinary Supply Inc,2005-08-03,2015-02-24,,2015-02-24
MWO,Morgan Stanley,1962-07-02,1972-04-21,Financial,2016-07-19
MWP,Markwest Hydrocarbon Inc,1965-09-28,2008-02-21,Energy,2008-02-21
MWRX,Mergeworthrx Corp,2013-06-27,2014-12-30,,2014-12-30
MWSI,Mercury Waste Solutions Inc,1997-02-28,2001-03-27,Materials,2001-03-27
MWT,Mcwhorter Technologies Inc,1994-05-02,2000-07-10,Industrials,2000-07-10
MWV,Meadwestvaco Corp,,2015-07-01,Materials,2015-07-01
MWW,Monster Worldwide Inc,2008-11-10,2016-10-31,Communication Services,2016-10-31
MWWW,Metamor Worldwide Inc,,2000-06-15,Technology,2000-06-15
MWYGQ,Midway Games Inc,,2009-02-12,Industrials,2009-02-12
MXA,Minnesota Municipal Income Portfolio Inc,1993-06-18,2014-10-03,Financial,2014-10-03
MXBTF,Marnetics Broadband Technologies Ltd.,,2003-03-25,,2003-03-25
MXICY,Macronix International Co Ltd.,1996-05-09,2006-11-14,Consumer Discretionary,2007-10-29
MXIM,Maxim Integrated Products Inc,1988-02-29,2021-08-25,Technology,2021-08-26
MXIP,Max Internet Communications Inc,2000-02-10,2000-11-07,Technology,2000-11-07
MXO,Maxtor Corp,2001-04-30,2006-05-19,Technology,2006-05-19
MXPT,Maxpoint Interactive Inc,2015-03-06,2017-10-09,Communication Services,2017-10-09
MXT,Metris Companies Inc,1999-05-07,2014-11-13,Financial,2005-11-30
MXUS,Maxus Technology Corp,,2006-04-19,Technology,2006-04-19
MXWL,Maxwell Technologies Inc,1983-03-18,2019-05-15,Industrials,2019-05-16
MY,China Ming Yang Wind Power Group Ltd.,1967-02-08,2016-06-22,Energy,2016-06-22
MYAG,Mercury Air Group Inc,,2006-09-18,Materials,2006-09-18
MYCC,Clubcorp Holdings Inc,2013-09-20,2017-09-18,Consumer Discretionary,2017-09-18
MYK,Mykrolis Corp,2001-08-10,2005-08-05,Technology,2005-08-05
MYLX,Mylex Corp,1984-10-15,1999-09-28,Industrials,1999-09-28
MYMC,Mymedicalrecords Com Inc,,2005-06-13,Healthcare,2005-06-13
MYNA,Mynaric Ag,2021-11-12,2024-12-31,Industrials,2025-02-14
MYOG,Myogen Inc,2003-10-30,2006-11-17,Healthcare,2006-11-17
MYOK,Myokardia Inc,2015-10-29,2020-11-16,Healthcare,2020-11-16
MYOV,Myovant Sciences Ltd.,2016-10-27,2023-03-09,Healthcare,2023-03-09
MYPT,Mypoints Com Inc,1999-08-20,2001-07-20,Financial,2001-07-20
MYR,Mayors Jewelers Inc,1971-06-03,2005-11-14,Industrials,2005-11-14
MYRX,Myrexis Inc,2009-07-01,2013-01-31,Healthcare,2015-09-11
MYSZY,Masisa SA,,2008-08-05,Industrials,2008-08-05
MYTNQ,Myturn Com Inc,,2001-08-17,Technology,2001-08-17
MZIAQ,Milacron Inc,,2009-03-23,Industrials,2009-03-23
MZOR,Mazor Robotics Ltd.,2013-05-28,2018-12-18,Healthcare,2018-12-19
MZTH,Mzt Holdings Inc,,2012-05-10,Energy,2012-05-10
N,Netsuite Inc,1962-07-02,2016-11-07,Technology,2016-11-04
NA.A,Nabisco Holdings Corp,,2000-12-11,Consumer Staples,2000-12-11
NACT,Nact Telecommunications Inc,1997-02-26,1998-10-28,Communication Services,1998-10-28
NADLQ,North Atlantic Drilling Ltd.,,2017-09-12,Energy,2017-09-12
NADX,National Dentex Corp,1993-12-21,2010-07-29,Technology,2010-07-29
NAFC,Nash Finch Co.,1983-05-12,2013-11-18,Consumer Discretionary,2013-11-18
NAFI,National Auto Finance Co Inc,1983-08-31,1999-03-09,Financial,1999-03-09
NAGS,Teucrium Natural Gas,2011-02-01,2014-12-18,Energy,2014-12-18
NAHC,National Atlantic Holdings Corp,2005-04-21,2008-07-31,Healthcare,2008-07-31
NAHHQ,New American Healthcare Corp,,2000-02-02,Healthcare,2000-02-02
NAIG,National Information Group,1987-07-22,1999-05-14,Financial,1999-05-12
NAL,Newalliance Bancshares Inc,1962-07-02,2011-04-15,Financial,2011-04-15
NAMC,North American Technologies Group Inc,1972-12-14,2000-06-18,Industrials,2010-03-01
NAME,Rightside Group Ltd.,2014-08-04,2017-07-27,Communication Services,2017-07-28
NANX,Nanophase Technologies Corp,1997-11-26,2012-03-19,Energy,2012-03-20
NAP,Navios Maritime Midstream Partners Lp,1962-07-02,2018-12-13,Technology,2018-12-13
NAPA,Duckhorn Portfolio Inc,2021-03-18,2024-12-23,Financial,2024-12-23
NAPS,Napster Inc,2005-01-03,2008-10-30,Technology,2008-10-30
NARI,Inari Medical Inc,2020-05-22,2024-12-31,Healthcare,2025-02-18
NASB,Nasb Financial Inc,1990-07-12,2014-09-18,Financial,2014-09-18
NASC,Network Access Solutions Corp,1999-06-04,2001-07-26,Communication Services,2001-07-26
NASMQ,North American Scientific Inc,,2009-12-22,Energy,2009-12-22
NATI,National Instruments Corp,1995-03-14,2023-10-10,Technology,2023-10-10
NATWQ,Natural Wonders Inc,,2000-12-14,Communication Services,2000-12-14
NAUH,National American University Holdings Inc,2010-05-27,2019-01-18,Technology,2022-06-24
NAV,Navistar International Corp,1986-02-20,2021-06-30,Industrials,2021-06-30
NAVB,Navidea Biopharmaceuticals Inc,2012-01-05,2023-10-05,Healthcare,2023-10-05
NAVG,Navigators Group Inc,1986-06-19,2019-05-22,Energy,2019-05-22
NAXG,Natural Golf Corp,,2005-05-20,Real Estate,2005-05-20
NBAK,National Bancorp Of Alaska Inc,1981-12-22,2000-07-14,Financial,2000-07-14
NBAN,North Bay Bancorp,1980-04-28,2007-04-26,Financial,2007-04-26
NBBC,Newbridge Bancorp,2007-08-01,2016-02-29,Financial,2016-02-29
NBCI,Nbc Internet Inc,1999-11-30,2001-08-10,Technology,2001-08-10
NBEVQ,Newage Inc,,2022-09-07,Industrials,2022-09-07
NBFAQ,Nova Biosource Fuels Inc,,2009-10-13,Energy,2009-10-13
NBGGY,National Bank Of Greece SA,,2015-11-27,Financial,2015-11-27
NBL,Noble Energy Inc,1980-06-10,2020-10-02,Energy,2020-10-02
NBLX,Noble Midstream Partners Lp,2016-09-15,2021-05-10,Energy,2021-05-10
NBOC,Northern Bank Of Commerce,1984-12-20,2000-06-30,Financial,2000-06-30
NBRVF,Nabriva Therapeutics PLC,,2023-07-31,Healthcare,2023-07-31
NBSC,New Brunswick Scientific Co Inc,1972-12-14,2007-09-24,Healthcare,2007-09-24
NBSE,Neubase Therapeutics Inc,2019-07-15,2024-05-10,Healthcare,2024-05-10
NBT,National Bancshares Corp Of Texas,1995-04-28,2001-12-31,Financial,2001-12-31
NBTF,Nb&t Financial Group Inc,2003-06-02,2015-03-06,Financial,2015-03-05
NCBH,North County Bancorp,1996-08-14,2000-01-27,Financial,2000-01-27
NCBM,National City Bancorporation,1980-11-17,2001-07-31,Financial,2001-07-31
NCC,National City Corp,1988-10-25,2008-12-31,Financial,2008-12-31
NCDI,Network Computing Devices Inc,1992-06-05,2001-03-19,Technology,2005-01-06
NCE,New Century Energies Inc,1997-08-04,2000-08-18,Utilities,2000-08-18
NCEB,North Coast Energy Inc,1992-03-18,2004-01-27,Energy,2004-01-27
NCEM,Nevada Chemicals Inc,2001-11-27,2008-10-22,Materials,2008-10-22
NCES,Novacare Employee Services Inc,1997-11-11,1999-10-19,Healthcare,1999-10-19
NCF,National Commerce Financial Corp,2001-07-25,2004-09-30,Financial,2004-09-30
NCFT,Norcraft Companies Inc,2013-11-07,2015-05-11,Technology,2015-05-11
NCG,North Carolina Natural Gas Corp,1992-02-12,1999-07-15,Energy,1999-07-15
NCH,Nch Corp,1969-02-24,2002-02-12,Healthcare,2002-02-11
NCIT,Nci Inc,2005-10-24,2017-08-15,Materials,2017-08-15
NCNCF,Noco-noco Inc,,2024-11-22,Materials,2024-11-22
NCNTQ,Netcentives Inc,,2001-09-17,,2001-09-17
NCNXQ,Nucentrix Broadband Networks Inc,,2004-05-24,Communication Services,2004-05-24
NCOC,National Coal Corp,2005-04-22,2010-12-15,Utilities,2010-12-15
NCOG,Nco Group Inc,1996-11-07,2006-11-15,Financial,2006-11-15
NCOM,National Commerce Corp,1990-09-19,2019-03-29,Materials,2019-03-29
NCPM,Nco Portfolio Management Inc,2001-04-04,2004-03-26,Financial,2004-03-26
NCRI,Ncric Group Inc,1999-07-29,2005-08-03,Financial,2005-08-03
NCRX,Neighborcare Inc,2003-12-02,2005-07-28,Healthcare,2005-07-28
NCSAA,Ncs Healthcare Inc,,2000-10-19,Healthcare,2000-10-19
NCST,Nucryst Pharmaceuticals Corp,2005-12-23,2010-02-08,Healthcare,2010-02-08
NCTI,Nct Group Inc,1990-02-26,1999-01-06,Communication Services,1999-01-05
NCX,Nova Chemicals Corp,1977-07-28,2009-07-06,Materials,2009-07-06
NDB,National Discount Brokers Group Inc,1997-12-22,2000-11-30,Financial,2000-11-30
NDC,Ndchealth Corp,1973-01-04,2006-01-06,Healthcare,2006-01-06
NDCP,National Datacomputer Inc,,2012-06-28,,2012-06-28
NDN,99 Cents Only Stores,1996-05-23,2012-01-13,Consumer Discretionary,2012-01-13
NDRE,Nahdree Group Ltd.,,2000-02-24,Consumer Staples,2000-02-24
NDRM,Neuroderm Ltd.,2014-11-14,2017-10-17,Healthcare,2017-10-17
NDZ,Nordion Inc,2010-11-01,2014-08-06,Healthcare,2014-08-06
NEB,New England Business Service Inc,1962-07-02,2004-06-24,Technology,2004-06-24
NEBLQ,Noble Corp,,2021-02-08,Energy,2021-02-08
NEBS,New England Bancshares Inc,2005-12-29,2012-11-16,Financial,2012-11-16
NED,Noah Education Holdings Ltd.,1978-07-03,2014-07-30,Consumer Discretionary,2014-07-30
NEFF,Neff Corp,2014-11-21,2017-09-29,Consumer Discretionary,2017-09-29
NEGXQ,National Energy Group Inc,,1998-11-09,Energy,1998-11-09
NEI,Network Engines Inc,1986-06-04,2012-09-18,Communication Services,2012-09-18
NEIC,North East Insurance Co.,1981-06-16,1999-09-24,Financial,1999-09-17
NEIP,Nei Webworld Inc,1997-05-21,1998-10-21,,1998-10-21
NELV,Nelvana Ltd.,2000-06-01,2000-11-21,Communication Services,2000-11-15
NENA,Neenah Enterprises Inc,,2010-08-04,Industrials,2010-08-04
NEOF,Neoforma Inc,2000-01-24,2006-03-06,,2006-03-06
NEOM,Neomedia Technologies Inc,1996-11-25,2002-05-16,Communication Services,2014-05-29
NEOS,Neos Therapeutics Inc,1994-12-19,2021-03-19,Healthcare,2021-03-19
NEPF,Northeast Pennsylvania Financial Corp,2002-08-01,2005-05-19,Financial,2005-05-19
NEPTF,Neptune Wellness Solutions Inc,,2024-03-06,Healthcare,2024-03-06
NER,Newcor Inc,1962-07-02,2002-02-25,Energy,2002-02-25
NERAY,Nera Asa,1995-06-28,2002-05-29,Communication Services,2004-01-16
NERIF,Newstar Resources Inc,1997-08-04,1999-03-18,Communication Services,1999-03-18
NES,Nuverra Environmental Solutions Inc,1962-07-02,2022-02-23,Materials,2022-02-23
NESCQ,Nuverra Environmental Solutions Inc,,2017-08-07,,2017-08-07
NEST,Nestor Inc,1983-12-22,2008-04-30,Energy,2009-06-15
NETG,Netgravity Inc,1989-02-03,1999-10-26,Communication Services,1999-10-26
NETI,Eneti Inc,2021-02-08,2023-12-28,Energy,2023-12-28
NETM,Netmanage Inc,1993-09-21,2008-06-18,Technology,2008-06-18
NETO,Netobjects Inc,1999-05-07,2001-08-28,Technology,2001-08-28
NETR,Netradio Corp,1999-10-14,2001-10-17,Communication Services,2001-10-17
NETS,Netshoes (cayman) Ltd.,2017-04-12,2019-06-14,Technology,2019-06-14
NETTQ,Netter Digital Entertainment Inc,,2000-07-17,Communication Services,2000-07-17
NEUE,Neuehealth Inc,2024-01-29,2024-12-31,Healthcare,2025-10-01
NEWA,Newater Technology Inc,1972-12-14,2021-07-13,Technology,2021-07-13
NEWCQ,New Century Financial Corp,,2008-08-04,Financial,2008-08-04
NEWI,New West Eyeworks Inc,1993-12-23,1998-10-23,Communication Services,1998-10-20
NEWM,New Media Investment Group Inc,2014-02-14,2019-11-19,Financial,2019-11-19
NEWN,New Energy Systems Group,2010-08-16,2013-04-16,Energy,2014-01-14
NEWQ,Northwest Equity Corp,,2000-03-21,Utilities,2000-03-21
NEWR,New Relic Inc,2014-12-12,2023-11-07,Technology,2023-11-07
NEWS,Newstar Financial Inc,2006-12-14,2017-12-22,Financial,2017-12-22
NEWYY,Puxin Ltd.,,2022-05-03,Energy,2022-05-03
NEX,Nextier Oilfield Solutions Inc,1962-07-02,2023-08-31,Energy,2023-08-31
NEXC,Nexcen Brands Inc,2006-11-01,2009-01-12,Consumer Discretionary,2010-09-24
NEXI,Neximmune Inc,2021-02-12,2024-07-11,Technology,2024-07-11
NEXL,Nexell Therapeutics Inc,1999-05-26,2002-08-30,Healthcare,2002-08-30
NFB,North Fork Bancorporation Inc,1990-03-07,2006-11-30,Financial,2006-11-30
NFFCA,Neff Corp,,2001-11-23,Consumer Discretionary,2001-11-23
NFH,New Frontier Health Corp,2019-12-19,2022-01-26,Healthcare,2022-01-26
NFLDQ,Northfield Laboratories Inc,,2009-10-01,Healthcare,2009-10-01
NFP,National Financial Partners Corp,1993-03-18,2013-07-01,Financial,2013-07-01
NFS,Nationwide Financial Services Inc,1969-04-22,2008-12-31,Financial,2008-12-31
NFSB,Newport Bancorp Inc,2006-07-07,2013-09-06,Financial,2013-09-06
NFX,Newfield Exploration Co.,1993-11-12,2019-02-13,Energy,2019-02-12
NGAS,Ngas Resources Inc,1988-09-29,2011-04-13,Energy,2011-04-13
NGBF,New Generation Biofuels Holdings Inc,2008-09-23,2010-12-10,Energy,2012-04-20
NGCN,Niagara Corp,,2006-09-07,Financial,2006-09-07
NGEN,Nanogen Inc,1980-07-15,2009-03-20,Healthcare,2011-09-01
NGH,Nabisco Group Holdings Corp,1999-06-15,2000-12-11,Consumer Staples,2000-12-08
NGHC,National General Holdings Corp,2014-02-20,2020-12-31,Financial,2020-12-31
NGI,Neon Communications Group Inc,1993-09-23,2007-11-13,Communication Services,2007-11-13
NGLS,Targa Resources Partners Lp,2007-02-09,2016-02-16,Energy,2016-02-16
NGM,Ngm Biopharmaceuticals Inc,2019-04-04,2024-04-04,Healthcare,2024-04-04
NGMS,Neogames SA,2020-11-19,2024-04-23,Consumer Discretionary,2024-04-23
NGPS,Novatel Inc,1999-03-15,2007-12-20,Communication Services,2007-12-20
NGSX,Neurogesx Inc,2007-05-02,2012-06-28,,2013-07-03
NGTC,Nogatech Inc,2000-05-18,2000-10-25,Technology,2000-10-25
NHCI,National Home Centers Inc,1985-11-05,2002-01-18,Consumer Discretionary,2002-01-18
NHHC,National Home Health Care Corp,1991-12-24,2007-11-21,Healthcare,2007-11-21
NHIQ,Nanthealth Inc,,2023-05-23,Healthcare,2023-05-23
NHL,Newhall Land & Farming Co.,1970-10-12,2004-01-27,Materials,2004-01-27
NHLD,National Holdings Corp,2015-03-03,2021-02-25,Financial,2021-02-25
NHMC,National Healthcare Manufacturing Corp,1999-02-10,1999-12-21,Industrials,1999-12-21
NHP,Nationwide Health Properties Inc,1989-05-08,2011-07-01,Healthcare,2011-07-01
NHRX,Nationshealth Inc,2004-09-01,2008-04-30,Healthcare,2009-07-13
NHYDY,Norsk Hydro A S A,,2007-11-29,Energy,2007-11-29
NICH,Nitches Inc,1995-12-22,2009-02-11,Communication Services,2009-01-30
NIDB,Northeast Indiana Bancorp Inc,2005-06-16,2005-06-16,Industrials,2005-06-16
NIFW,Natl Inst For Sch & Work,,2004-08-02,,2004-08-02
NIHD,Nii Holdings Inc,2003-02-28,2019-12-31,Communication Services,2019-12-31
NIHDQ,Nii Holdings Inc,,2015-06-25,Communication Services,2015-06-25
NIKU,Niku Corp,2000-02-29,2005-07-29,Industrials,2005-07-29
NIMC,Nisource Inc,,2023-11-30,Energy,2023-11-30
NIN,Nine West Group Inc,1983-10-27,1999-06-15,Consumer Discretionary,1999-06-15
NIPNY,Nec Corp,1972-12-14,2007-09-26,Technology,2008-06-16
NIRLQ,Near Intelligence Inc,,2023-12-18,Technology,2023-12-18
NIRWQ,Near Intelligence Inc,,2023-12-18,Technology,2023-12-18
NISGY,Nis Group Co Ltd.,,2012-08-21,Real Estate,2012-08-21
NIVS,Nivs Intellimedia Technology Group Inc,,2012-12-18,Technology,2012-12-18
NJDCY,Nidec Corp,,2016-06-22,Industrials,2016-06-22
NKA,Niska Gas Storage Partners LLC,2010-05-12,2016-07-18,Energy,2016-07-18
NKBP,China Nuokang Bio-pharmaceutical Inc,2009-12-10,2013-02-06,Healthcare,2013-02-06
NKCIF,Newkidco International Inc,,2003-12-30,Technology,2003-12-30
NKGN,Nkgen Biotech Inc,2023-10-02,2024-12-31,Healthcare,2025-03-04
NKID,Noodle Kidoodle Inc,1995-12-14,2000-07-26,Consumer Discretionary,2000-07-26
NKLAQ,Nikola Corp,,2025-02-25,Energy,2025-02-25
NKOTE,Nu Kote Holding Inc,1997-07-25,1997-08-06,,1998-10-14
NLC,Nalco Holding Co.,1964-10-05,2011-12-01,Materials,2011-12-01
NLCI,Nobel Learning Communities Inc,1998-12-08,2011-08-09,Financial,2011-08-09
NLCS,National Computer Systems Inc,1972-12-14,2000-09-19,Technology,2000-09-19
NLG,National Gas & Oil Co.,1972-12-14,1998-10-22,Energy,1998-10-22
NLMP,National Lampoon Inc,,2013-03-20,Communication Services,2013-03-20
NLP,Nts Realty Holdings Lp,1963-11-15,2014-06-10,Real Estate,2014-06-10
NLSN,Nielsen Holdings PLC,2011-01-26,2022-10-11,Communication Services,2022-10-10
NLST,Netlist Inc,2006-11-30,2018-09-26,Technology,2018-09-26
NM,Navios Maritime Holdings Inc,1986-05-15,2023-12-13,Industrials,2023-12-13
NMBL,Nimble Storage Inc,2013-12-13,2017-04-17,Technology,2017-04-13
NMBT,Nmbt Corp,1989-01-06,2000-03-28,Industrials,2000-03-28
NMCI,Navios Maritime Containers Lp,2018-12-10,2021-03-31,Industrials,2021-03-31
NMCOF,Namibian Minerals Corp,1997-04-01,2002-05-24,Materials,2002-05-24
NMFG,National Manufacturing Technologies,,1999-07-08,Industrials,1999-07-08
NMFS,National Medical Financial Services Corp,1995-08-04,1998-12-11,Financial,1998-12-11
NMG.A,Neiman Marcus Group Inc,,2005-10-06,Consumer Discretionary,2005-10-06
NMG.B,Neiman Marcus Group Inc,,2005-10-06,Consumer Discretionary,2005-10-06
NMGC,Neomagic Corp,1997-03-14,2008-10-14,Technology,2008-11-06
NMGX,Nano Magic Holdings Inc,,2021-08-24,Technology,2021-08-24
NMHC,National Medical Health Card Systems Inc,1999-07-28,2008-04-30,Healthcare,2008-04-30
NMHI,Nature's Miracle Holding Inc,2024-03-12,2024-12-31,Consumer Discretionary,2025-01-14
NMIL,Newmil Bancorp Inc,2000-10-02,2006-10-06,Financial,2006-10-06
NMPC,Nutramax Products Inc,1990-09-24,1999-10-13,Healthcare,1999-10-13
NMRD,Nemaura Medical Inc,2018-01-25,2024-01-04,Healthcare,2024-01-04
NMRX,Numerex Corp,1980-09-25,2017-12-06,Communication Services,2017-12-06
NMTI,Nmt Medical Inc,1989-04-12,2011-02-04,Healthcare,2011-08-10
NMTRQ,9 Meters Biopharma Inc,,2023-07-25,Healthcare,2023-07-25
NMTX,Novametrix Medical Systems Inc,1979-09-27,2002-04-12,Healthcare,2002-04-12
NMX,Nymex Holdings Inc,2006-11-17,2008-08-21,Energy,2008-08-21
NNCI,Netnation Communications Inc,2000-04-05,2003-08-22,Communication Services,2003-08-22
NNS,Newport News Shipbuilding Inc,1996-12-12,2002-01-18,Industrials,2002-01-18
NOBH,Nobility Homes Inc,1972-12-14,2012-09-18,Real Estate,2012-09-17
NOBLF,Nobel Insurance Ltd.,1982-11-01,1998-11-10,Financial,1998-11-06
NOBLQ,Noble International Ltd.,,2009-12-03,Consumer Discretionary,2009-12-03
NOEC,New Oriental Energy & Chemical Corp,2007-05-16,2011-03-18,Energy,2015-12-24
NOGAF,Noga Electro Mechanical Industries 1986 Ltd.,1998-01-28,2002-10-02,Technology,2002-10-01
NOGNQ,Nogin Inc,,2023-12-21,Consumer Discretionary,2023-12-21
NOGWQ,Nogin Inc,,2023-12-21,Consumer Discretionary,2023-12-21
NOIZ,Micronetics Inc,1988-04-15,2012-08-08,Technology,2012-08-08
NOLD,Noland Co.,1972-12-14,2005-05-19,Materials,2005-05-19
NOOF,New Frontier Media Inc,1998-02-13,2012-11-28,Communication Services,2012-11-27
NOPTQ,Neon Communications Inc,,2002-06-07,Communication Services,2002-06-07
NORC,Norton Drilling Services Inc,1999-02-02,1999-03-01,Energy,1999-03-01
NORD,Nord Anglia Education Inc,1972-12-14,2017-09-01,Financial,2017-09-01
NORNQ,Noranda Aluminum Holding Corp,,2021-08-27,Materials,2021-08-27
NOVA,Sunnova Energy International Inc,1980-01-10,2024-12-31,Energy,2025-06-10
NOVB,North Valley Bancorp,1998-04-07,2014-10-03,Financial,2014-10-03
NOVC,Novation Companies Inc,1972-12-14,1987-12-29,Financial,2022-07-08
NOVL,Novell Inc,1985-01-17,2011-04-27,Technology,2011-04-27
NOVNQ,Novan Inc,,2023-07-25,Healthcare,2023-07-25
